No.,Text,Type,Label,Main emotion
1,?,slang,1,Negative
2,?4U,slang,0,Neutral
3,;S,slang,0,Neutral
4,^^,slang,0,Neutral
5,<3,slang,0,Neutral
6,</3,slang,1,Negative
7,<3333,slang,0,Neutral
8,@TEOTD,slang,0,Neutral
9,0.02,slang,0,Positive
10,"1TG, 2TG",slang,0,Positive
11,1UP,slang,0,Neutral
12,121,slang,0,Neutral
13,1337,slang,0,Neutral
14,143,slang,0,Positive
15,1432,slang,0,Positive
16,14AA41,slang,0,Neutral
17,182,slang,1,Negative
18,19,slang,0,Neutral
19,10M,slang,0,Neutral
20,10X,slang,0,Positive
21,10Q,slang,0,Neutral
22,1CE,slang,0,Neutral
23,1DR,slang,0,Neutral
24,1NAM,slang,0,Neutral
25,2,slang,0,Neutral
26,20,slang,0,Neutral
27,2B,slang,0,Neutral
28,2EZ,slang,0,Positive
29,2G2BT,slang,0,Positive
30,2M2H,slang,0,Positive
31,2MI,slang,0,Positive
32,2MOR,slang,0,Neutral
33,2MORO,slang,0,Neutral
34,2M2H,slang,0,Positive
35,2N8,slang,0,Neutral
36,2NTE,slang,0,Neutral
37,4,slang,0,Neutral
38,411,slang,0,Neutral
39,404,slang,0,Neutral
40,420,slang,0,Positive
41,459,slang,0,Positive
42,4AO,slang,0,Neutral
43,4COL,slang,1,Negative
44,4EAE,slang,0,Neutral
45,4EVA,slang,0,Neutral
46,4NR,slang,0,Neutral
47,4SALE,slang,0,Neutral
48,^5,slang,0,Neutral
49,511,slang,0,Positive
50,555,slang,1,Negative
51,55555,slang,1,Negative
52,55555,slang,0,Neutral
53,6Y,slang,0,Positive
54,7K,slang,1,Negative
55,81,slang,0,Neutral
56,831,slang,0,Positive
57,86,slang,0,Neutral
58,88,slang,0,Neutral
59,88,slang,0,Neutral
60,9,slang,0,Neutral
61,*s*,slang,0,Positive
62,*w*,slang,0,Neutral
63,A3,slang,0,Neutral
64,AA,slang,0,Neutral
65,AA,slang,0,Neutral
66,AA,slang,0,Neutral
67,AAF,slang,0,Neutral
68,AAF,slang,0,Neutral
69,AAK,slang,0,Neutral
70,AAK,slang,0,Positive
71,AAMOF,slang,0,Neutral
72,AAMOI,slang,0,Neutral
73,AAP,slang,0,Neutral
74,AAR,slang,0,Neutral
75,AAS,slang,0,Positive
76,AASHTA,slang,0,Neutral
77,AATK,slang,0,Neutral
78,AAYF,slang,0,Neutral
79,ABBR,slang,0,Neutral
80,ABC,slang,0,Neutral
81,ABD,slang,0,Neutral
82,ABT,slang,0,Neutral
83,ABT2,slang,0,Neutral
84,ABTA,slang,0,Neutral
85,ABU,slang,0,Neutral
86,AC,slang,0,Neutral
87,ACC,slang,0,Neutral
88,ACD,slang,0,Neutral
89,ACDNT,slang,0,Neutral
90,ACE,slang,0,Neutral
91,ACK,slang,0,Neutral
92,ACPT,slang,0,Neutral
93,ACQSTN,slang,0,Neutral
94,ADAD,slang,0,Neutral
95,ADBB,slang,0,Neutral
96,ADD,slang,0,Neutral
97,ADDY,slang,0,Neutral
98,ADIH,slang,0,Neutral
99,ADIP,slang,0,Neutral
100,ADMIN,slang,0,Neutral
101,ADMINR,slang,0,Neutral
102,ADN,slang,0,Neutral
103,ADR,slang,0,Neutral
104,AE,slang,0,Neutral
105,AEAP,slang,0,Positive
106,AF,slang,0,Neutral
107,AF,slang,0,Neutral
108,AF,slang,0,Neutral
109,AFC,slang,0,Neutral
110,AFAIAA,slang,0,Positive
111,AFAIC,slang,0,Positive
112,AFAIK,slang,0,Positive
113,AFAIUI,slang,0,Positive
114,AFAP,slang,0,Positive
115,AFFA,slang,0,Neutral
116,AFJ,slang,0,Neutral
117,AFK,slang,0,Neutral
118,AFZ,slang,0,Positive
119,AFPOE,slang,0,Positive
120,AGI,slang,0,Neutral
121,AH,slang,0,Neutral
122,AIAMU,slang,0,Neutral
123,AIGHT,slang,0,Neutral
124,AIR,slang,0,Neutral
125,AISB,slang,0,Neutral
126,AISB,slang,0,Neutral
127,AISI,slang,0,Neutral
128,AITR,slang,0,Positive
129,AKA,slang,0,Neutral
130,ALCON,slang,0,Neutral
131,ALOL,slang,0,Positive
132,AMA,slang,0,Neutral
133,AMAP,slang,0,Neutral
134,AMBW,slang,0,Positive
135,AML,slang,0,Positive
136,AMOF,slang,0,Neutral
137,A/N,slang,0,Neutral
138,AO,slang,0,Neutral
139,AOC,slang,0,Positive
140,AOE,slang,0,Neutral
141,AOM,slang,0,Neutral
142,AOM,slang,0,Neutral
143,AOTA,slang,0,Neutral
144,AOYP,slang,0,Neutral
145,APAC,slang,0,Neutral
146,APP,slang,0,Neutral
147,APP,slang,0,Neutral
148,AQAP,slang,0,Positive
149,ARC,slang,0,Neutral
150,ARE,slang,0,Positive
151,ARG,slang,0,Neutral
152,ASIG,slang,0,Neutral
153,ASAP,slang,0,Neutral
154,A/S/L,slang,0,Neutral
155,ASL,slang,0,Neutral
156,ASLA,slang,0,Neutral
157,AT,slang,0,Neutral
158,ATB,slang,0,Positive
159,ATEOTD,slang,0,Neutral
160,ATM,slang,0,Neutral
161,ATSITS,slang,0,Neutral
162,ATSL,slang,0,Neutral
163,AWC,slang,0,Neutral
164,AWESO,slang,0,Positive
165,AWOL,slang,0,Neutral
166,AWOL,slang,0,Neutral
167,AYDY,slang,0,Neutral
168,AYBABTU,slang,1,Negative
169,AYEC,slang,0,Neutral
170,AYOR,slang,0,Positive
171,AYSOS,slang,1,Negative
172,AYS,slang,1,Negative
173,AYT,slang,0,Neutral
174,AYTMTB,slang,0,Neutral
175,AYV,slang,0,Neutral
176,AYW,slang,0,Neutral
177,AYW,slang,0,Neutral
178,AZN,slang,0,Neutral
179,B,slang,0,Neutral
180,B,slang,0,Neutral
181,B&,slang,0,Neutral
182,B2B,slang,0,Neutral
183,B2C,slang,0,Neutral
184,B2W,slang,0,Neutral
185,B8,slang,0,Neutral
186,B9,slang,0,Neutral
187,B/F,slang,0,Neutral
188,B/G,slang,0,Neutral
189,B4,slang,0,Neutral
190,B4N,slang,0,Neutral
191,BAG,slang,0,Neutral
192,BA,slang,1,Negative
193,BAE,slang,0,Neutral
194,BAE,slang,0,Neutral
195,BAFO,slang,0,Positive
196,BAK,slang,0,Neutral
197,BAM,slang,1,Negative
198,BAMF,slang,1,Negative
199,BAO,slang,0,Positive
200,BAS,slang,0,Positive
201,BASIC,slang,0,Neutral
202,BASOR,slang,0,Neutral
203,BAU,slang,1,Negative
204,BAY,slang,0,Neutral
205,BB,slang,0,Neutral
206,BB,slang,0,Neutral
207,BB,slang,0,Neutral
208,BBC,slang,1,Negative
209,BBIAB,slang,0,Neutral
210,BBIAF,slang,1,Negative
211,BBIAM,slang,0,Neutral
212,BBIAS,slang,1,Negative
213,BBL,slang,0,Neutral
214,BBN,slang,0,Neutral
215,BBQ,slang,0,Neutral
216,BBS,slang,0,Neutral
217,BBT,slang,0,Neutral
218,BC,slang,0,Neutral
219,B/C,slang,0,Neutral
220,BC,slang,0,Positive
221,BCNU,slang,0,Neutral
222,BCOS,slang,0,Neutral
223,BCO,slang,0,Neutral
224,BCOY,slang,0,Neutral
225,BD,slang,0,Neutral
226,BDAY,slang,0,Neutral
227,B-DAY,slang,0,Neutral
228,BDN,slang,0,Neutral
229,BEG,slang,1,Negative
230,BELF,slang,0,Neutral
231,BF,slang,0,Neutral
232,BF,slang,0,Neutral
233,BFAW,slang,0,Positive
234,BF2,slang,0,Neutral
235,BF,slang,0,Positive
236,BFF,slang,0,Positive
237,BFFL,slang,0,Positive
238,BFFLNMW,slang,0,Positive
239,BFD,slang,0,Neutral
240,BFG,slang,0,Neutral
241,BFFN,slang,0,Positive
242,BFN,slang,0,Neutral
243,BG,slang,0,Neutral
244,BGWM,slang,0,Positive
245,BHL8,slang,1,Negative
246,BIB,slang,0,Neutral
247,BIBO,slang,0,Neutral
248,BIC,slang,0,Neutral
249,BIF,slang,0,Neutral
250,BIH,slang,0,Neutral
251,BIL,slang,0,Neutral
252,BIO,slang,0,Neutral
253,BION,slang,0,Neutral
254,BIOYA,slang,0,Neutral
255,BIOYN,slang,0,Neutral
256,BIS,slang,0,Positive
257,BISFLATM,slang,0,Neutral
258,BITMT,slang,0,Neutral
259,BL,slang,0,Positive
260,BLNT,slang,0,Positive
261,Bloke,slang,0,Neutral
262,BM,slang,0,Neutral
263,BME,slang,0,Neutral
264,BM&Y,slang,0,Neutral
265,BOB,slang,0,Neutral
266,BN,slang,1,Negative
267,BOE,slang,0,Neutral
268,BOHICA,slang,0,Neutral
269,BOL,slang,0,Positive
270,BOM,slang,0,Neutral
271,BOLO,slang,0,Neutral
272,BOOMS,slang,1,Negative
273,BOP,slang,0,Neutral
274,BOSMKL,slang,0,Neutral
275,BOT,slang,0,Neutral
276,BOT,slang,0,Neutral
277,BMS,slang,0,Neutral
278,BOYF,slang,0,Neutral
279,BPLM,slang,1,Negative
280,BRB,slang,0,Positive
281,BR,slang,0,Positive
282,BRBB,slang,0,Positive
283,BRNC,slang,0,Positive
284,BRD,slang,1,Negative
285,BRH,slang,0,Positive
286,BRT,slang,0,Positive
287,BSF,slang,1,Negative
288,BSOD,slang,0,Neutral
289,BSTS,slang,0,Positive
290,BT,slang,0,Neutral
291,BT,slang,0,Neutral
292,BTA,slang,0,Neutral
293,BTDT,slang,0,Neutral
294,BTW,slang,0,Neutral
295,BTYCL,slang,0,Neutral
296,BUBU,slang,0,Positive
297,BURN,slang,0,Neutral
298,Buff,slang,0,Neutral
299,BWL,slang,0,Neutral
300,BYOB,slang,0,Positive
301,BYOC,slang,0,Positive
302,BYOD,slang,0,Positive
303,BYOH,slang,0,Neutral
304,BYOP,slang,0,Neutral
305,BYTM,slang,0,Positive
306,C&G,slang,0,Neutral
307,C4N,slang,0,Neutral
308,CAD,slang,0,Neutral
309,CAD,slang,0,Neutral
310,Cakeday,slang,0,Neutral
311,CAM,slang,0,Neutral
312,CB,slang,0,Neutral
313,CB,slang,0,Neutral
314,CB,slang,1,Negative
315,CD9,slang,0,Neutral
316,CFS,slang,1,Negative
317,CFY,slang,0,Neutral
318,CHK,slang,0,Neutral
319,CIAO,slang,0,Neutral
320,CICO,slang,0,Neutral
321,CID,slang,1,Negative
322,CID,slang,0,Neutral
323,CLAB,slang,1,Negative
324,CLD,slang,0,Neutral
325,CLK,slang,0,Neutral
326,CM,slang,0,Neutral
327,CMAP,slang,0,Neutral
328,CMB,slang,0,Neutral
329,CMGR,slang,0,Neutral
330,CMIIW,slang,1,Negative
331,CMON,slang,0,Neutral
332,CNP,slang,0,Neutral
333,COB,slang,0,Neutral
334,COH,slang,0,Neutral
335,COS,slang,0,Neutral
336,C/P,slang,0,Neutral
337,CP,slang,0,Neutral
338,CR8,slang,0,Neutral
339,Cray,slang,1,Negative
340,CRE8,slang,0,Neutral
341,CRA CRA,slang,1,Negative
342,CRAFT,slang,0,Neutral
343,CRB,slang,0,Positive
344,CRBT,slang,1,Negative
345,CRIT,slang,0,Neutral
346,CRZ,slang,1,Negative
347,CRS,slang,0,Neutral
348,CSG,slang,0,Neutral
349,CSL,slang,0,Neutral
350,CSS,slang,0,Neutral
351,CT,slang,0,Neutral
352,CTC,slang,0,Neutral
353,CTHU,slang,0,Neutral
354,CTN,slang,0,Neutral
355,CTO,slang,0,Neutral
356,CU,slang,0,Neutral
357,CU,slang,0,Neutral
358,CU2,slang,0,Neutral
359,CUA,slang,0,Neutral
360,CUL,slang,0,Neutral
361,CULA,slang,0,Neutral
362,CUL8R,slang,0,Neutral
363,CUMID,slang,0,Neutral
364,CURLO,slang,0,Neutral
365,CWD,slang,0,Neutral
366,CWOT,slang,1,Negative
367,CWYL,slang,0,Neutral
368,CX,slang,0,Neutral
369,CYA,slang,0,Neutral
370,CYAL8R,slang,0,Neutral
371,CYE,slang,0,Neutral
372,CYEP,slang,0,Neutral
373,CYO,slang,0,Neutral
374,D2,slang,0,Neutral
375,D46?,slang,1,Negative
376,DA,slang,0,Neutral
377,DAE,slang,0,Neutral
378,DAFUQ,slang,0,Neutral
379,DAM,slang,0,Neutral
380,DAoC,slang,1,Negative
381,DBAU,slang,1,Negative
382,DBEYR,slang,0,Neutral
383,DC,slang,0,Neutral
384,DD,slang,0,Neutral
385,DD,slang,1,Negative
386,DDG,slang,0,Positive
387,DEEZ NUTZ,slang,0,Neutral
388,DEGT,slang,0,Neutral
389,DERP,slang,1,Negative
390,DF,slang,0,Neutral
391,DFL,slang,1,Negative
392,DGA,slang,0,Neutral
393,DGAF,slang,0,Neutral
394,DGT,slang,0,Neutral
395,DGTG,slang,0,Neutral
396,DGYF,slang,0,Positive
397,DH,slang,0,Neutral
398,DHU,slang,0,Neutral
399,DIIK,slang,0,Neutral
400,DIKU,slang,0,Neutral
401,DILLIGAF,slang,0,Neutral
402,DILLIGAS,slang,0,Neutral
403,DIS,slang,0,Neutral
404,DITYID,slang,0,Neutral
405,DIY,slang,0,Neutral
406,DKDC,slang,0,Neutral
407,DKP,slang,0,Neutral
408,D/L,slang,0,Neutral
409,DL,slang,0,Neutral
410,DL,slang,1,Negative
411,DL,slang,1,Negative
412,DLBBB,slang,0,Neutral
413,DLTBBB,slang,0,Neutral
414,DM,slang,0,Neutral
415,DM,slang,0,Positive
416,DM,slang,0,Neutral
417,DM,slang,0,Neutral
418,DMNO,slang,0,Neutral
419,DMY,slang,1,Negative
420,DN,slang,1,Negative
421,DNC,slang,0,Neutral
422,DNR,slang,0,Neutral
423,DNT,slang,0,Neutral
424,d00d,slang,0,Neutral
425,DOE,slang,0,Neutral
426,DORBS,slang,0,Positive
427,DOT,slang,0,Neutral
428,Downvote,slang,1,Negative
429,DPS,slang,0,Neutral
430,DQMOT,slang,0,Neutral
431,DR,slang,0,Neutral
432,DS,slang,0,Neutral
433,DTR,slang,0,Neutral
434,DTRT,slang,0,Positive
435,DTS,slang,0,Neutral
436,DTTD,slang,0,Neutral
437,DUPE,slang,0,Neutral
438,DUR,slang,0,Neutral
439,DV8,slang,0,Neutral
440,DW,slang,0,Neutral
441,DWF,slang,0,Neutral
442,DWM,slang,0,Neutral
443,DXNRY,slang,0,Neutral
444,DYNWUTB,slang,0,Neutral
445,DYFI,slang,0,Neutral
446,DYFM,slang,0,Neutral
447,DYJHIW,slang,1,Negative
448,DYOR,slang,0,Positive
449,E,slang,0,Neutral
450,E,slang,0,Neutral
451,E1,slang,0,Neutral
452,E123,slang,0,Positive
453,E2EG,slang,0,Neutral
454,EAK,slang,0,Neutral
455,EBKAC,slang,0,Neutral
456,ED,slang,0,Neutral
457,EF4T,slang,0,Neutral
458,EG,slang,1,Negative
459,EI,slang,0,Neutral
460,EIP,slang,0,Neutral
461,ELI5,slang,0,Neutral
462,EM,slang,0,Neutral
463,EMA,slang,0,Neutral
464,EMBAR,slang,0,Neutral
465,EMFBI,slang,1,Negative
466,EMFBI,slang,1,Negative
467,EMSG,slang,0,Neutral
468,ENUF,slang,0,Neutral
469,EOD,slang,0,Neutral
470,EOD,slang,0,Neutral
471,EOL,slang,0,Neutral
472,EOL,slang,0,Neutral
473,EOM,slang,0,Neutral
474,EOS,slang,0,Neutral
475,EOT,slang,0,Neutral
476,EQ,slang,0,Neutral
477,ERP,slang,0,Positive
478,ERS2,slang,0,Neutral
479,ES,slang,0,Neutral
480,ESAD,slang,0,Neutral
481,ETA,slang,0,Neutral
482,ETA,slang,0,Neutral
483,EVA,slang,0,Neutral
484,EVO,slang,0,Neutral
485,EWG,slang,0,Neutral
486,EWI,slang,0,Neutral
487,EXTRA,slang,0,Positive
488,EYC,slang,0,Positive
489,EZ,slang,0,Positive
490,EZY,slang,0,Positive
491,F,slang,0,Neutral
492,F2F,slang,0,Neutral
493,F2P,slang,0,Positive
494,F4F,slang,0,Neutral
495,FAAK,slang,0,Neutral
496,FAB,slang,0,Positive
497,Facepalm,slang,0,Neutral
498,FAF,slang,0,Positive
499,FAM,slang,0,Neutral
500,FAQ,slang,0,Positive
501,FAY,slang,0,Neutral
502,FB,slang,0,Neutral
503,FBB,slang,0,Neutral
504,FBC,slang,0,Neutral
505,FBF,slang,0,Neutral
506,FBF,slang,0,Neutral
507,FBF,slang,0,Neutral
508,FBFR,slang,0,Neutral
509,FBM,slang,0,Positive
510,FBO,slang,0,Neutral
511,FBOW,slang,0,Positive
512,FC,slang,0,Neutral
513,FC,slang,0,Positive
514,FC’INGO,slang,1,Negative
515,FCOL,slang,1,Negative
516,Feelsbadman,slang,1,Negative
517,Feelsbatman,slang,1,Negative
518,Feelsgoodman,slang,0,Positive
519,FEITCTAJ,slang,0,Neutral
520,FF,slang,0,Neutral
521,FFA,slang,0,Positive
522,FFS,slang,0,Neutral
523,FICCL,slang,1,Negative
524,FIF,slang,0,Positive
525,FIIK,slang,0,Neutral
526,FIIOOH,slang,0,Neutral
527,FIL,slang,0,Neutral
528,FIMH,slang,0,Neutral
529,Finna,slang,0,Neutral
530,Finsta,slang,1,Negative
531,FISH,slang,0,Positive
532,FITB,slang,0,Neutral
533,FML,slang,0,Neutral
534,FOMC,slang,0,Neutral
535,FOMO,slang,1,Negative
536,FOAD,slang,0,Neutral
537,FOAF,slang,0,Neutral
538,FOMCL,slang,0,Neutral
539,FRT,slang,0,Positive
540,FTBOMH,slang,0,Neutral
541,FTFY,slang,0,Positive
542,FTL,slang,0,Neutral
543,FTW,slang,0,Positive
544,FU,slang,0,Neutral
545,FUBAR,slang,0,Neutral
546,FUBB,slang,0,Neutral
547,FUD,slang,0,Neutral
548,FUTAB,slang,0,Neutral
549,FW,slang,0,Neutral
550,FWB,slang,0,Neutral
551,FWIW,slang,0,Positive
552,FWM,slang,0,Positive
553,FWP,slang,0,Positive
554,FYE,slang,0,Positive
555,FYEO,slang,0,Neutral
556,FYA,slang,0,Neutral
557,FYI,slang,0,Neutral
558,G,slang,0,Neutral
559,G,slang,0,Neutral
560,G+,slang,0,Neutral
561,G/F,slang,0,Neutral
562,G2CU,slang,0,Positive
563,G2G,slang,0,Neutral
564,G2GICYAL8ER,slang,0,Neutral
565,G2R,slang,0,Neutral
566,G2TU,slang,0,Neutral
567,G4C,slang,0,Neutral
568,G9,slang,0,Neutral
569,GA,slang,0,Neutral
570,GAC,slang,0,Neutral
571,GAFC,slang,0,Neutral
572,GAL,slang,0,Neutral
573,GANK,slang,1,Negative
574,GAS,slang,0,Neutral
575,GAS,slang,0,Neutral
576,GB,slang,0,Neutral
577,GBTW,slang,0,Neutral
578,GBU,slang,0,Neutral
579,GD,slang,0,Positive
580,GDR,slang,0,Neutral
581,GD/R,slang,0,Neutral
582,GFI,slang,0,Neutral
583,GF,slang,0,Neutral
584,GFN,slang,0,Neutral
585,GG,slang,0,Neutral
586,GG,slang,0,Positive
587,GG,slang,0,Neutral
588,GGA,slang,0,Positive
589,GGE1,slang,0,Positive
590,GGU2,slang,0,Positive
591,GGMSOT,slang,0,Neutral
592,GGOH,slang,0,Neutral
593,GGP,slang,0,Neutral
594,GH,slang,0,Positive
595,GIAR,slang,0,Neutral
596,GIC,slang,0,Neutral
597,GIGO,slang,0,Neutral
598,GIRL,slang,0,Positive
599,GJ,slang,0,Positive
600,GL,slang,0,Positive
601,GL2U,slang,0,Positive
602,GLA,slang,0,Positive
603,GL/HF,slang,0,Positive
604,GLE,slang,0,Positive
605,GLE1,slang,0,Positive
606,GLNG,slang,0,Positive
607,GMBA,slang,0,Neutral
608,GMTA,slang,0,Positive
609,GMV,slang,0,Neutral
610,GN,slang,0,Positive
611,GNA,slang,0,Positive
612,GNE1,slang,0,Positive
613,GNIGHT,slang,0,Positive
614,GNITE,slang,0,Positive
615,GNSD,slang,0,Positive
616,GOAT,slang,0,Positive
617,GOI,slang,0,Neutral
618,GOL,slang,0,Positive
619,GOMB,slang,0,Neutral
620,GPOY,slang,1,Negative
621,GR8,slang,0,Positive
622,GRATZ,slang,0,Neutral
623,GRL,slang,0,Neutral
624,GRWG,slang,0,Positive
625,GR&D,slang,0,Neutral
626,GS,slang,0,Positive
627,GS,slang,0,Positive
628,GT,slang,0,Positive
629,GTFO,slang,0,Neutral
630,GTFOH,slang,0,Neutral
631,GTG,slang,0,Neutral
632,GTM,slang,0,Neutral
633,GTRM,slang,0,Neutral
634,GTSY,slang,0,Positive
635,GUCCI,slang,0,Positive
636,GUD,slang,0,Positive
637,GWHTLC,slang,0,Positive
638,H,slang,0,Neutral
639,H8,slang,1,Negative
640,H8TTU,slang,1,Negative
641,HAG1,slang,0,Positive
642,HAK,slang,0,Neutral
643,HALP,slang,0,Neutral
644,HAU,slang,0,Neutral
645,H&K,slang,0,Neutral
646,H2CUS,slang,0,Neutral
647,HAGN,slang,0,Positive
648,HAGO,slang,0,Positive
649,HAND,slang,0,Positive
650,HAWT,slang,0,Positive
651,HAWT,slang,0,Positive
652,HB,slang,0,Neutral
653,HB,slang,0,Neutral
654,HBD,slang,0,Positive
655,H-BDAY,slang,0,Positive
656,HBU,slang,0,Neutral
657,HF,slang,0,Positive
658,HFAC,slang,0,Neutral
659,H-FDAY,slang,0,Positive
660,HHIS,slang,0,Neutral
661,HIFW,slang,0,Neutral
662,HL,slang,1,Negative
663,HLA,slang,0,Neutral
664,H-MDAY,slang,0,Positive
665,HMU,slang,0,Neutral
666,HNL,slang,0,Neutral
667,HOAS,slang,0,Neutral
668,HP,slang,0,Neutral
669,HRU,slang,0,Neutral
670,HTH,slang,0,Neutral
671,HUB,slang,0,Neutral
672,HUYA,slang,0,Neutral
673,HV,slang,0,Neutral
674,HVH,slang,0,Positive
675,HW,slang,0,Neutral
676,HYFR,slang,0,Positive
677,I2,slang,0,Neutral
678,IA8,slang,0,Neutral
679,IAAA,slang,0,Neutral
680,IAAD,slang,0,Neutral
681,IAAL,slang,0,Neutral
682,IAC,slang,0,Neutral
683,IAE,slang,0,Neutral
684,IANAC,slang,0,Neutral
685,IANAL,slang,0,Neutral
686,IAO,slang,0,Neutral
687,IB,slang,0,Neutral
688,IB,slang,0,Neutral
689,IC,slang,0,Neutral
690,ICAM,slang,0,Positive
691,ICBW,slang,1,Negative
692,ICEDI,slang,0,Neutral
693,ICFILWU,slang,0,Positive
694,ICYMI,slang,0,Neutral
695,IDBI,slang,0,Neutral
696,IDC,slang,0,Neutral
697,IDGAF,slang,0,Neutral
698,IDK,slang,0,Neutral
699,IDTS,slang,0,Neutral
700,IDUNNO,slang,0,Neutral
701,IFYP,slang,0,Neutral
702,IG,slang,0,Neutral
703,IG2R,slang,0,Neutral
704,IGHT,slang,0,Positive
705,IGN,slang,0,Neutral
706,IGP,slang,0,Neutral
707,IHNI,slang,0,Neutral
708,IIRC,slang,0,Neutral
709,IIIO,slang,1,Negative
710,IK,slang,0,Neutral
711,IKR,slang,0,Positive
712,ILBL8,slang,1,Negative
713,ILU,slang,0,Positive
714,ILUM,slang,0,Positive
715,ILYSM,slang,0,Positive
716,ILY,slang,0,Positive
717,IM,slang,0,Neutral
718,IMAO,slang,0,Neutral
719,IMHO,slang,1,Negative
720,ImL,slang,0,Positive
721,IMNSHO,slang,1,Negative
722,IMO,slang,0,Neutral
723,IMS,slang,1,Negative
724,IMSB,slang,1,Negative
725,IMTM,slang,0,Neutral
726,IMU,slang,0,Neutral
727,INAL,slang,0,Neutral
728,INC,slang,0,Neutral
729,Inspoo,slang,0,Neutral
730,INV,slang,0,Neutral
731,IOMH,slang,0,Neutral
732,IOW,slang,1,Negative
733,IRL,slang,0,Positive
734,IRMC,slang,0,Neutral
735,ISLY,slang,0,Positive
736,ISO,slang,0,Neutral
737,ITAM,slang,0,Neutral
738,ITT,slang,0,Neutral
739,ITYK,slang,0,Neutral
740,IUSS,slang,0,Neutral
741,IWALU,slang,0,Positive
742,IWAWO,slang,0,Neutral
743,IWIAM,slang,1,Negative
744,IWSN,slang,0,Neutral
745,IYKWIM,slang,1,Negative
746,IYO,slang,0,Neutral
747,IYQ,slang,0,Neutral
748,IYSS,slang,0,Neutral
749,j00,slang,0,Neutral
750,j00r,slang,0,Neutral
751,JAC,slang,0,Neutral
752,JAM,slang,0,Neutral
753,JAS,slang,0,Neutral
754,JC (J/C),slang,0,Neutral
755,JDI,slang,0,Neutral
756,JELLY,slang,0,Neutral
757,JFF,slang,0,Positive
758,JFGI,slang,0,Neutral
759,JIC,slang,0,Neutral
760,JJ (J/J),slang,0,Neutral
761,JJA,slang,0,Neutral
762,JK (J/K),slang,0,Neutral
763,JLMK,slang,0,Neutral
764,JMO,slang,0,Neutral
765,JP,slang,0,Neutral
766,JP,slang,0,Neutral
767,JT (J/T),slang,0,Neutral
768,JTLYK,slang,0,Neutral
769,JV,slang,0,Neutral
770,JW,slang,0,Neutral
771,K,slang,0,Positive
772,KK,slang,0,Neutral
773,KK,slang,0,Positive
774,K8T,slang,0,Neutral
775,k/b,slang,0,Neutral
776,KB,slang,0,Neutral
777,KB,slang,0,Neutral
778,KDFU,slang,0,Neutral
779,KEWL,slang,0,Positive
780,KEYA,slang,0,Neutral
781,KEYME,slang,0,Neutral
782,KFY,slang,0,Neutral
783,KIA,slang,0,Neutral
784,KIR,slang,0,Positive
785,KISS,slang,1,Negative
786,KIT,slang,0,Neutral
